title,description,url,publishedAt,prediction,sentiment_score
Coronavirus Is A Key Campaign Issue: What's Joe Biden's Plan?,"With cases surging, the coronavirus pandemic is heating up as an election issue. Voters have seen President Trump's approach to the crisis play out in real-time, but how would Biden handle things?",https://www.npr.org/sections/health-shots/2020/10/28/928392673/coronavirus-is-a-key-campaign-issue-whats-joe-biden-s-plan,2020-10-28T19:45:19Z,neutral,0.016430318
Spanish clubs told to end sponsorship deals with gambling firms - Reuters UK,"Spanish soccer clubs sponsored by betting companies have been advised to cancel their contracts before the end of the season in anticipation of a new law on gambling advertising, according to a letter sent by a government minister on Wednesday.",https://uk.reuters.com/article/uk-soccer-spain-gambling-idUKKBN27D1UZ,2020-10-28T12:40:00Z,negative,-0.93858606
Spanish clubs told to end sponsorship deals with gambling firms - Reuters India,"Spanish soccer clubs sponsored by betting companies have been advised to cancel their contracts before the end of the season in anticipation of a new law on gambling advertising, according to a letter sent by a government minister on Wednesday.",https://www.reuters.com/article/soccer-spain-gambling-idINKBN27D24J,2020-10-28T15:05:00Z,negative,-0.93973273
The Latest: Biden gets COVID-19 briefing from health experts,"Six days out from Election Day, Joe Biden isn’t campaigning in a swing state",https://abcnews.go.com/Politics/wireStory/latest-trump-supporters-delayed-cold-rally-73878759,2020-10-28T16:19:05Z,neutral,-0.27474692
"Murthy almorzó con Gracia: ""Tienes que ser nuestro líder""","Murthy almorzó con Gracia: 'Tienes que ser nuestro líder'. El presidente y el entrenador se reunieron en Paterna, donde Murthy se ha instalado un despacho.",https://as.com/futbol/2020/10/28/primera/1603904711_567357.html,2020-10-28T17:09:52Z,neutral,-0.02108803
"60 persons, 5 organisations selected for Karnataka Rajyotsava awards",Chief Minister to present awards on November 7,https://www.thehindu.com/news/national/karnataka/60-persons-5-organisations-selected-for-karnataka-rajyotsava-awards/article32962793.ece,2020-10-28T10:16:05Z,neutral,0.05455297
"Karnataka: 60 personalities, 5 organisations to be conferred with Rajyotsava Prashasti on Nov 7","The award includes a 20-gram gold medal, a citation, and a cash prize of Rs 1 lakh each.",https://indianexpress.com/article/cities/bangalore/karnataka-60-personalities-5-organisations-to-be-conferred-with-rajyotsava-prashasti-on-nov-7-6907239/,2020-10-28T12:21:45Z,neutral,0.31059453
Biden Blasts Trump’s Stranding Of Omaha Supporters – Calls It Similar To His Covid Response,"‘He gets his photo-op and he gets out,’ Biden said. ‘He leaves everyone else to suffer the consequence of his failure.’",https://www.forbes.com/sites/andrewsolender/2020/10/28/biden-blasts-trumps-stranding-of-omaha-supporters-calls-it-similar-to-his-covid-response/,2020-10-28T18:36:59Z,negative,-0.67098993
BBC show slammed after guest described Rishi Sunak as looking like 'Prince Charles in brownface',"Hitting back at the comments made by Comedian Leila Navabi Sunak's predecessor Sajid Javid said: 'It's the kind of thing I expect to hear from trolls on Twitter, not the BBC.'",https://www.dailymail.co.uk/news/article-8886951/BBC-slammed-guest-described-Rishi-Sunak-looking-like-Prince-Charles-brownface.html,2020-10-28T02:15:11Z,negative,-0.6064028
BBC in Hot Water After 'Unfunny' Comedian Likens Rishi Sunak to 'Prince Charles in Brownface',"The BBC dismissed all accusations targeting the company and the comedian implicated in the 'race row', saying that the guest on the programme had only suggested that Prince Charles and the Chancellor had a “passing resemblance”.",https://sputniknews.com/uk/202010281080897653-bbc-in-hot-water-after-unfunny-comedian-likens-rishi-sunak-to-prince-charles-in-brownface/,2020-10-28T05:46:55Z,negative,-0.7363614
Infosys turns carbon neutral 30 years ahead of 2050,"In 2011, Infosys made a pledge to become carbon neutral by 2020.",https://economictimes.indiatimes.com/tech/information-tech/infosys-turns-carbon-neutral-30-years-ahead-of-2050/articleshow/78911216.cms,2020-10-28T10:47:33Z,positive,0.5391634
New butterfly species seen in Visakhapatnam district,Study conducted in Eastern Ghats over a period of time,https://www.thehindu.com/news/national/andhra-pradesh/new-butterfly-species-seen-in-visakhapatnam-district/article32967495.ece,2020-10-28T19:38:27Z,neutral,-0.0051887073
Sandra Gómez: “El Valencia solo tiene una opción y es irse al nuevo estadio”,"La vicealcaldesa Sandra Gómez recalca en Radio Valencia Cadena SER que el “Ayuntamiento va a ser flexible, pero necesitamos voluntad del Valencia y ver que tiene un plan”.",https://as.com/futbol/2020/10/28/primera/1603897197_248457.html,2020-10-28T15:03:17Z,neutral,-0.07740024
Spanish clubs told to end sponsorship deals with gambling firms,"Spanish soccer clubs sponsored by betting companies have been advised to cancel their contracts before the end of the season in anticipation of a new law on gambling advertising, according to a letter sent by a government minister on Wednesday.",https://www.channelnewsasia.com/news/sport/spanish-clubs-told-to-end-sponsorship-deals-with-gambling-firms-13395504,2020-10-28T12:40:34Z,negative,-0.9211072
Biden draws contrast with Trump on coronavirus as pandemic worsens in campaign's final days,"Democratic presidential nominee Joe Biden sought Wednesday to make the differences in how he and President Donald Trump have approached the coronavirus pandemic a part of his closing message, sitting for a briefing with health experts and addressing the crisi…",https://www.cnn.com/2020/10/28/politics/biden-trump-coronavirus/index.html,2020-10-28T20:00:47Z,neutral,0.028793663
"Infosys turns carbon neutral 30 years ahead of 2050, the timeline set by the Paris Agreement","Announces ESG Vision 2030 to continue to shape and share solutions that serve businesses and communities BENGALURU, India, Oct. 28, 2020 /PRNewswire/ -- Infosys (NYSE: INFY), the global leader in next-generation digital services and consulting, published its …",https://www.prnewswire.com/news-releases/infosys-turns-carbon-neutral-30-years-ahead-of-2050-the-timeline-set-by-the-paris-agreement-301161544.html,2020-10-28T10:20:00Z,neutral,0.30563587
Biden faces challenges in quickly combating the pandemic,Biden's handling of the coronavirus is taking on new urgency as cases spike around the country.,https://indianexpress.com/article/world/biden-faces-challenges-in-quickly-combating-the-pandemic-6906454/,2020-10-28T04:14:27Z,positive,0.59881234
The Latest: Ex-DHS aide Miles Taylor says he's 'Anonymous',"Miles Taylor, a former Department of Homeland Security chief of staff, has announced that he is “Anonymous,” the senior White House administration official who claimed to be part of a “resistance” working “from within” to thwart President Donald Trump’s “wors…",https://news.yahoo.com/latest-trump-supporters-delayed-cold-140835980.html,2020-10-28T14:08:35Z,negative,-0.5106132
Yash Birla barred from securities market for second time in a month,"Yashovardhan Birla, Chairman of Yash Birla Group has been barred from the securities market by SEBI twice in just a month's time",https://www.business-standard.com/article/markets/yash-birla-barred-from-securities-market-for-second-time-in-a-month-120102800724_1.html,2020-10-28T09:17:00Z,negative,-0.9513323
BBC show slammed after guest calls Rishi Sunak 'Prince Charles in brownface',"Speaking on The Leak, a BBC comedy radio show on Radio Wales, Leila Navabi said the Chancellor did 'not represent most brown people'",https://www.mirror.co.uk/3am/celebrity-news/bbc-show-slammed-after-comedian-22917015,2020-10-28T07:15:24Z,negative,-0.71745604
Race for the White House: Biden will tell world leaders that 'America is back',"If he wins the presidency, one of Joe Biden's first moves will be to call foreign leaders and tell them ""America is back.""That's what the Democratic presidential nominee told more than two dozen donors on a virtual fundraiser today....",https://www.nzherald.co.nz/world/race-for-the-white-house-biden-will-tell-world-leaders-that-america-is-back/DENX4VYDCNZEPWGDR5YLBZPWPQ/,2020-10-28T19:53:52Z,neutral,0.12202842
"Kondogbia cumple dos semanas fuera, con la sombra del Atlético","El centrocampista Geoffrey Kondogbia cumple dos semanas fuera de los entrenamientos grupales del Valencia por unas molestias pero también con la sombra del interés del Atlético de Madrid.
El futbolista sufre unas molestias en el talón derecho según...",https://www.mundodeportivo.com/futbol/atletico-madrid/20201028/4960839827/kondogbia-cumple-dos-semanas-fuera-con-la-sombra-del-atletico.html,2020-10-28T17:12:27Z,neutral,-0.070146516
WATCH LIVE: Biden delivers remarks on the coronavirus pandemic,Biden would still face significant political challenges in combating the worst public health crisis in a century.,https://www.pbs.org/newshour/politics/watch-live-biden-delivers-remarks-on-the-coronavirus-pandemic,2020-10-28T15:39:22Z,positive,0.40168345
Covid-19 coronavirus: Biden would face challenges in quickly combating the pandemic,"If Joe Biden wins next week's United States election, he says he will immediately call Dr Anthony Fauci, the nation's top infectious-disease expert. He will work with governors and local officials to institute a nationwide mask-wearing...",https://www.nzherald.co.nz/world/covid-19-coronavirus-biden-would-face-challenges-in-quickly-combating-the-pandemic/6MMLFGHXAPN3J7GCRXSNRVQ2UU/,2020-10-28T01:04:24Z,positive,0.49706486
"2020 U.S. election roundup Oct. 28: Joe Biden chases electoral votes in Georgia as Kamala Harris plans to hit Texas; Trump targets Nevada voters, plans rally in Arizona","In the news today: Biden plans to travel to Iowa, which Trump took by 10 points in 2016, later in the week.",https://www.thestar.com/news/world/2020/10/28/2020-us-election-roundup-oct-28-joe-biden-chases-electoral-votes-in-georgia-as-kamala-harris-plans-to-hit-texas-trump-targets-nevada-voters-plans-rally-in-arizona.html,2020-10-28T16:29:58Z,neutral,0.02743113
Biden faces challenges in quickly combating the pandemic,"WILIMINGTON, Del. - If Joe Biden wins next week's election, he says he'll immediately call Dr. Anthony Fauci, the nation's top infectious-disease expe...",https://www.thestar.com/news/world/us/2020/10/28/biden-faces-challenges-in-quickly-combating-the-pandemic.html,2020-10-28T04:19:52Z,neutral,0.34600395
Biden faces challenges in quickly combating the pandemic,"WILIMINGTON, Del. (AP) — If Joe Biden wins next week's election, he says he'll immediately call Dr. Anthony Fauci, the nation's top infectious-disease expert. He'll work with governors and local officials to institute a nationwide mask-wearing mandate and ask…",https://www.kcchronicle.com/2020/10/28/biden-faces-challenges-in-quickly-combating-the-pandemic/atd5ndt/,2020-10-28T13:13:00Z,neutral,0.37952247
The Latest: Trump campaign says 'Anonymous' reveal is lame,WASHINGTON (AP) — The Latest on the presidential campaign (all times local):,https://lancasteronline.com/news/politics/the-latest-trump-campaign-says-anonymous-reveal-is-lame/article_d0c1d119-5f30-5703-b448-6814d4e99075.html,2020-10-28T21:12:11Z,neutral,-0.22180691
The Latest: Trump calls 'Anonymous' critic a 'sleazebag',WASHINGTON (AP) — The Latest on the presidential campaign (all times local):,https://lancasteronline.com/news/politics/the-latest-trump-calls-anonymous-critic-a-sleazebag/article_d0c1d119-5f30-5703-b448-6814d4e99075.html,2020-10-28T22:41:05Z,negative,-0.5099566
The Latest: Ex-DHS aide Miles Taylor says he's 'Anonymous',"WASHINGTON (AP) — The Latest on the presidential campaign (all times eastern): 3:40 p.m. Miles Taylor, a former Department of Homeland Security chief of staff, has announced that he is “Anonymous,” the senior White House administration official who claimed to…",https://www.myarklamiss.com/news/politics/national-politics/the-latest-ex-dhs-aide-miles-taylor-says-hes-anonymous/,2020-10-28T19:59:04Z,neutral,-0.34183082
