title,description,url,publishedAt,prediction,sentiment_score
The curtain falls on low-key Navaratri festivities,Mangaladevi Maha Rathotsava and Sri Narayana Guru tableau procession at Kudroli Gokarnanatha temple the main attractions in city,https://www.thehindu.com/news/cities/Mangalore/the-curtain-falls-on-low-key-navaratri-festivities/article32948334.ece,2020-10-26T19:28:23Z,neutral,0.031788185
Millionaire Rishi Sunak faces demands to reveal contents of 'blind trust' financial interests as it emerges he WAIVED his salary for FIVE MONTHS after joining Treasury,"It was set up when he was made Chief Secretary to the Treasury in July last year
Labour said minister 'needs to be completely transparent with the public'
Official papers also showed he did not take his salary for five months last year",http://www.scoopyweb.com/2020/10/millionaire-rishi-sunak-faces-demands.html,2020-10-26T13:35:38Z,negative,-0.64063966
"ANDREW PIERCE: Attacked by all sides, Rishi Sunak is paying price of popularity","The brutal attacks unleashed on social media will have bemused the former Goldman Sachs banker - but they certainly won't have fazed him, writes ANDREW PIERCE.",https://www.dailymail.co.uk/debate/article-8882161/ANDREW-PIERCE-Attacked-sides-Rishi-Sunak-paying-price-popularity.html,2020-10-26T23:09:02Z,negative,-0.5834804
Management-Literatur: Diese Management-Bücher empfehlen Dax-Chefs ihren Führungskräften,"Deutschlands Topmanager lesen viel und empfehlen gerne. Diese Bücher haben die Chefs von BMW, Deutscher Bank, Beiersdorf und Covestro zuletzt inspiriert.",https://www.handelsblatt.com/unternehmen/beruf-und-buero/buero-special/management-literatur-diese-management-buecher-empfehlen-dax-chefs-ihren-fuehrungskraeften/26307948.html,2020-10-26T11:58:37Z,neutral,-0.00089762546
Millionaire Rishi Sunak faces demands to reveal contents of 'blind trust' financial interests,"The Chancellor deployed the arrangement, meaning that he does not know how his assets are being invested, when he was made Chief Secretary to the Treasury in July last year.",https://www.dailymail.co.uk/news/article-8879877/Millionaire-Rishi-Sunak-faces-demands-reveal-contents-blind-trust-financial-interests.html,2020-10-26T12:01:19Z,neutral,-0.43567145
Managementliteratur: Diese Management-Bücher empfehlen Dax-Chefs ihren Führungskräften,"Deutschlands Top-Manager lesen viel und empfehlen gerne. Diese Bücher haben die Chefs von BMW, Deutscher Bank, Beiersdorf und Covestro zuletzt inspiriert.",https://www.handelsblatt.com/unternehmen/beruf-und-buero/buero-special/managementliteratur-diese-management-buecher-empfehlen-dax-chefs-ihren-fuehrungskraeften/26307948.html,2020-10-26T11:58:37Z,neutral,0.001100909
Fighting loneliness can be especially challenging for entrepreneurs. Here's how to find community during the pandemic.,"If you want to form deeper connections, use the 'triangle of friendship' — where the three sides represent consistency, positivity, and vulnerability.",https://www.inc.com/maya-hu-chan/loneliness-is-an-epidemic-heres-how-to-fight-it.html,2020-10-26T13:00:00Z,neutral,0.059564523
"Caught by deluges and droughts, India's cities look to become climate smarter","MUMBAI: India's southern city of Hyderabad is known as a high-tech hub – but its infrastructure is looking increasingly dated in an era of strengthening climate change impacts.

The city – home to offices of Microsoft and Google – this month saw its heaviest …",https://www.channelnewsasia.com/news/climatechange/india-climate-change-floods-droughts-rain-adapt-planning-13375342,2020-10-26T07:50:38Z,negative,-0.8565285
Chancellor is locked in a blame game with Education Secretary Gavin Williamson,Allies of Rishi Sunak furiously hit out at the suggestion that he was responsible for blocking the extension of the free school meals scheme last night.,https://www.dailymail.co.uk/news/article-8881957/Chancellor-locked-blame-game-Education-Secretary-Gavin-Williamson.html,2020-10-26T22:19:45Z,negative,-0.8440911
"ANDREW PIERCE: Attacked by all sides, Rishi Sunak is paying price of popularity","The brutal attacks unleashed on social media will have bemused the former Goldman Sachs banker - but they certainly won't have fazed him, writes ANDREW PIERCE.",https://www.dailymail.co.uk/debate/article-8882161/ANDREW-PIERCE-Attacked-sides-Rishi-Sunak-paying-price-popularity.html,2020-10-26T23:09:02Z,negative,-0.5834804
