title,description,url,publishedAt,prediction,sentiment_score
Idol immersion by police triggers row,Tension prevailed at Lakshmipuram in Chandarlapadu mandal in Krishna district on Monday when police immersed Durga Devi idol installed in the village.Residents staged a protest alleging that the polic,https://www.thehindu.com/news/national/andhra-pradesh/idol-immersion-by-police-triggers-row/article32895234.ece,2020-10-19T16:49:22Z,negative,-0.92491555
Atchannaidu appointed TDP State unit president,Tekkali MLA K. Atchannaidu has been appointed as president of Telugu Desam Party’s Andhra Pradesh State committee by the party’s national president and former Chief Minister N. Chandrababu Naidu on Mo,https://www.thehindu.com/news/national/andhra-pradesh/atchannaidu-appointed-tdp-state-unit-president/article32896468.ece,2020-10-19T19:50:33Z,neutral,0.039582245
Laddu puja performed to deity,Goddess decorated as ‘Dhanyalakshmi’ as part of Dasara festivities,https://www.thehindu.com/news/cities/Visakhapatnam/laddu-puja-performed-to-deity/article32896066.ece,2020-10-19T18:48:03Z,neutral,0.040819526
"Kondogbia sigue al margen, pero llega puntual","El centrocampista llegó al mismo tiempo que el resto del grupo después de hacerlo con retraso varios días de la semana pasada, pero ni salió al gimnasio con el equipo.",https://as.com/futbol/2020/10/19/primera/1603098744_382516.html,2020-10-19T09:28:38Z,neutral,-0.13798212
Bengaluru sees many leave as firms extend ‘work from home’; rent saving driving decision,"However, the trend of the non-native population moving out of the city has had a direct impact on those in the realty sector in Bengaluru.",https://indianexpress.com/article/cities/bangalore/bengaluru-work-from-home-rent-many-leave-city6789474/,2020-10-19T15:54:24Z,negative,-0.8041691
Probing fine-scale connections in the brain,Artificial intelligence and improved microscopy make it feasible to map the nervous system at ever-higher resolution.,https://www.nature.com/articles/d41586-020-02947-5?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,2020-10-19T00:00:00Z,positive,0.5515819
Probing fine-scale connections in the brain,Artificial intelligence and improved microscopy make it feasible to map the nervous system at ever-higher resolution.,https://www.nature.com/articles/d41586-020-02947-5,2020-10-19T00:00:00Z,positive,0.5515819
◆悲報◆崩壊中のバレンシアMFコンドグビアさんSNSでクラブ社長批判でベンチ外へ,"893: 名無しに人種はない＠実況OK  2020/10/16(金) 15:15:27.89 ID:T6pgrzRS0      Kondogbia’s Instagram post read:  “Having already destroyed an ambitious project, you had to deceive your coach and, finally, me. Thank you, Anil Murthy.” 野心的なプロジェク",https://worldfn.net/archives/57301508.html,2020-10-19T08:30:43Z,negative,-0.47338584
‘Work with compassion and learn modern skills’,"Hyderabad Commissioner of Police Anjani Kumar interacted with the 1,645 newly-commissioned constable officers at CAR Headquarters, Petlaburj, on Monday.The constable officers, including 328 women, rep",https://www.thehindu.com/news/cities/Hyderabad/work-with-compassion-and-learn-modern-skills/article32895855.ece,2020-10-19T18:04:26Z,positive,0.49094003
"Trump says if Biden's elected, ""he'll listen to the scientists""","What happens when you don't listen to the scientists?  A burning country, riots, economic depression, and dead people. 
 
https://www.axios.com/trump-warns-lockdowns-if-biden-elected-scientists-c1263b ...",https://slickdeals.net/f/14450594-trump-says-if-biden-s-elected-he-ll-listen-to-the-scientists,2020-10-19T15:57:07Z,neutral,-0.052684393
UMe's Urban Legends Focuses On Women's Empowerment,"LOS ANGELES, Oct. 19, 2020 /PRNewswire/ -- With the goal of fostering a community and the creativity it curates, UMe's Urban Legends division will launch ""Women With A Message,"" a campaign highlighting grassroots activism, leadership innovation and self-deter…",https://www.prnewswire.com/news-releases/umes-urban-legends-focuses-on-womens-empowerment-301154459.html,2020-10-19T13:00:00Z,positive,0.5608735
Kangin 'no sale' del banquillo,Estaba llamado a ser el gran referente ofensivo del equipo. Pero a Kangin Lee las cosas no le van como lo había planeado. Se ha convertido en un...,https://www.marca.com/futbol/valencia/2020/10/19/5f8d795dca474145168b4601.html,2020-10-19T11:53:19Z,neutral,-0.054429807
Free Software Is More Reliable,"Article URL: https://www.gnu.org/software/reliability.en.html
Comments URL: https://news.ycombinator.com/item?id=24831699
Points: 6
# Comments: 3",https://www.gnu.org/software/reliability.en.html,2020-10-19T22:24:55Z,neutral,-0.20662928
Kondogbia sigue sin entrenar con el grupo,El centrocampista francés Geoffrey Kondogbia no participó este lunes en la sesión de trabajo que realizaron en los terrenos de juego de la Ciudad Deportiva de Paterna los jugadores del Valencia que no fueron titulares en la derrota del pasado domingo...,https://www.mundodeportivo.com/futbol/valencia/20201019/484173797575/kondogbia-sigue-sin-entrenar-con-el-grupo.html,2020-10-19T14:30:23Z,neutral,-0.0549336
