title,description,url,publishedAt,prediction,sentiment_score
Infosys September-quarter profit jumps on upbeat client demand - Reuters India,"Infosys Ltd on Wednesday raised annual revenue growth forecast, after the Indian software services firm posted a better-than-expected quarterly profit, buoyed by growth in client demand for its digital services during the pandemic.",https://www.reuters.com/article/infosys-results-idINKBN26Z1HE,2020-10-14T10:49:00Z,positive,0.9013173
"Murthy: ""La posible venta del club son fake news de Twitter""",Anil Murthy ha comentado en una conferencia que no es buena tanta presión para construir el estadio y que los rumores de venta son falsos y nacen de Twitter,https://as.com/futbol/2020/10/14/primera/1602693386_985756.html,2020-10-14T17:01:17Z,neutral,0.002073206
PIEZO2 in sensory neurons and urothelial cells coordinates urination,PIEZO2 is expressed in the&nbsp;bladder urothelium and sensory neurons innervating the lower urinary tract and is a key mechanosensor for the control of urination.,https://www.nature.com/articles/s41586-020-2830-7,2020-10-14T00:00:00Z,neutral,0.0404515
PIEZO2 in sensory neurons and urothelial cells coordinates urination,PIEZO2 is expressed in the&nbsp;bladder urothelium and sensory neurons innervating the lower urinary tract and is a key mechanosensor for the control of urination.,https://www.nature.com/articles/s41586-020-2830-7?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,2020-10-14T00:00:00Z,neutral,0.0404515
"As Boris Johnson's fame wanes, Rishi Sunak on the rise","Rishi Sunak has been a beacon of calm and competence, intervening swiftly to spend billions of pounds supporting jobs as the economy went into lockdown free fall, The New York Times reported. Rishi Sunak, the son-in-law of the co-founder of Infosys NR Narayan…",https://timesofindia.indiatimes.com/world/uk/as-boris-johnsons-fame-wanes-rishi-sunak-on-the-rise/articleshow/78659390.cms,2020-10-14T10:15:52Z,negative,-0.22792153
Biden’s Covid Response Plan Draws From F.D.R.’s New Deal,Mr. Biden has staked his campaign on a more muscular federal role in fighting the coronavirus pandemic. But some of his big government proposals may be difficult to put into effect.,https://www.nytimes.com/2020/10/14/health/covid-biden-pandemic-plan.html,2020-10-14T20:22:19Z,neutral,0.05407935
"Infosys To Roll Out Salary Hikes, Raises Revenue Forecast","Consolidated net profit for Infosys in the September quarter climbed 26.6 per cent to Rs 4,845 crore.",https://www.ndtv.com/business/infosys-salary-hike-news-infosys-to-roll-out-salary-hikes-raises-revenue-forecast-2310139,2020-10-14T13:22:52Z,positive,0.9168888
"Infosys Posts 14% Rise In Profit To Rs 4,845 Crore In July-September",The company's board announced an interim dividend of Rs 12 per share.,https://www.ndtv.com/business/infosys-earnings-news-infosys-reports-14-rise-in-profit-to-rs-4-845-crore-in-july-september-announces-dividend-of-rs-12-per-share-2310054,2020-10-14T11:32:01Z,positive,0.7398543
D.J. Halli violence: Two MLAs questioned by NIA,Police had taken the help of B.Z. Zameer Ahmed and Rizwan Arshad to defuse the situation,https://www.thehindu.com/news/cities/bangalore/dj-halli-violence-two-mlas-questioned-by-nia/article32855467.ece,2020-10-14T15:07:45Z,negative,-0.90535694
"""Congress Not Safe For Bengaluru"": HD Kumaraswamy Rips Into Former Ally","The alliance and bonhomie in Karnataka between the Congress and HD Kumaraswamy's Janata Dal Secular proved short-lived and now, ahead of the by-elections in the state, knives are out. Both parties have fielded candidates  for Bengaluru's Rajarajeshwarinagar a…",https://www.ndtv.com/india-news/congress-not-safe-for-bengaluru-hd-kumaraswamy-rips-into-former-ally-2310207,2020-10-14T16:09:14Z,negative,-0.42832756
La pandemia deja sin efecto el factor campo en España,"Solo cinco equipos (Real Madrid, Atlético, Sevilla, Villarreal y Elche) suman porcentualmente más puntos a puerta cerrada que con público; el Barcelona se vuelve mundano (28,6% menos).",https://as.com/futbol/2020/10/14/primera/1602682218_998565.html,2020-10-14T13:31:06Z,neutral,-0.037765406
Cdc study: Most covid-19 cases were admitted mask wearers,"CDC STUDY: MOST COVID-19 CASES WERE ADMITTED MASK WEARERS [causeaction.com] 
 
?The study, which was conducted in the United States in July found that when the CDC compared 154 “case-patients,” who...",https://slickdeals.net/f/14434250-cdc-study-most-covid-19-cases-were-admitted-mask-wearers,2020-10-14T00:19:55Z,neutral,0.023944542
Karnataka's Assembly bypolls set to see triangular contests,"With Karnataka's ruling BJP, as well as Congress and JD-S announcing their candidates for the November 3 Assembly bypolls, the stage is set for a triangular contest in Rajarajeshwarinagar and Sira",https://www.business-standard.com/article/politics/karnataka-s-assembly-bypolls-set-to-see-triangular-contests-120101400021_1.html,2020-10-14T01:19:00Z,neutral,0.05873404
Bengaluru riots: Police names Congress corporators in charge sheet,"The Bengaluru police's Central Crime Branch has filed a preliminary charge sheet, naming former Congress mayor R. Sampath Raj and Congress corporator of Pulakeshinagar, Abdul Rakeeb Zakir as accused",https://www.business-standard.com/article/current-affairs/bengaluru-riots-police-names-congress-corporators-in-charge-sheet-120101400010_1.html,2020-10-14T00:55:00Z,negative,-0.6979815
"Murthy: ""Los que dicen que Lim vende el Valencia pasan mucho tiempo con multimillonarios en su mundo imaginario""",Anil Murthy se ha referido a los asuntos más candentes de la actualidad del Valencia en su discurso de bienvenida del Máster en Gestión de...,https://www.marca.com/futbol/valencia/2020/10/15/5f877b5d46163fc69f8b45fb.html,2020-10-14T22:28:21Z,neutral,-0.012933474
"Bengaluru riots chargesheet names 2 Congress leaders, claims they instigated mob",Former Congress mayor Sampath Raj and party corporator from Pulakeshinagar Abdul Rakeeb Zakir have been named by the Central Crime Branch in its preliminary chargesheet in the Bengaluru riots case.,https://www.indiatoday.in/india/story/bengaluru-riots-case-congress-leaders-sampath-raj-abdul-zakir-accused-dj-halli-violence-preliminary-chargesheet-ccb-1731580-2020-10-14,2020-10-14T13:53:50Z,negative,-0.7188822
Las cenizas de Españeta se esparcirán en el césped de Mestalla,"Las cenizas de Españeta serán esparcidas en el césped de Mestalla, como era su deseo tal y como ha confirmado el Valencia este miércoles pocas...",https://www.marca.com/futbol/valencia/2020/10/14/5f87510b268e3e90378b4578.html,2020-10-14T19:31:35Z,neutral,-0.015263036
"Si Lim no quiere vender el Valencia, lo disimula muy bien",Las últimas decisiones de  Peter Lim se interpretan desde muchos ámbitos del fútbol como una clara retirada con la que pretende deshacerse del...,https://www.marca.com/futbol/valencia/opinion/2020/10/14/5f862c02e2704e9f3d8b4629.html,2020-10-14T05:38:47Z,neutral,-0.051083714
Show HN: I built a flexible timeline component in React (react-chrono),"Article URL: https://github.com/prabhuignoto/react-chrono
Comments URL: https://news.ycombinator.com/item?id=24781048
Points: 1
# Comments: 0",https://github.com/prabhuignoto/react-chrono,2020-10-14T20:16:43Z,neutral,-0.04788915
