title,description,url,publishedAt,prediction,sentiment_score
"Kondogbia explota contra Murthy: ""Has destruido un proyecto ambicioso y nos has engañado...""",Enésimo incendio en Valencia. En esta ocasión ha sido Geoffrey Kondogbia el que ha encendido la mecha. El centrocampista francés ha sorprendido con...,https://www.marca.com/futbol/valencia/2020/10/15/5f88bf19ca47414b468b45af.html,2020-10-15T21:47:58Z,neutral,0.0067256466
"Kondogbia carga contra Murthy: ""Has engañado a Gracia y a mí""","El centrocampista ha subido en su instagram un impactante mensaje contra el presidente del club: ""Destruiste un proyecto ambicioso, engañaste al entrenador y a mí"".",https://as.com/futbol/2020/10/15/primera/1602796893_031531.html,2020-10-15T21:27:34Z,neutral,-0.034522906
El último adiós a Españeta,"Mestalla amaneció con ramos de flores en la Puerta 12 como homenaje a Españeta, mítico utillero del Valencia; la plantilla guardó un minuto de silencio antes del entrenamiento.",https://as.com/futbol/2020/10/15/primera/1602766612_742701.html,2020-10-15T13:06:34Z,neutral,-0.035830274
Foot - ESP - Valence - Valence CF : Geoffrey Kondogbia critique publiquement le président Anil Murthy,"Dans un message posté sur les réseaux sociaux, le milieu de Valence Geoffrey Kondogbia a chargé son président Anil Murthy.",https://www.lequipe.fr/Football/Actualites/Valence-cf-geoffrey-kondogbia-critique-publiquement-le-president-anil-murthy/1184128,2020-10-15T21:34:00Z,neutral,0.0054705516
¡Rajada monumental! Kondogbia explota contra Anil Murthy en Instagram,"Geoffrey Kondogbia, centrocampista del Valencia, ha estallado este jueves contra la gestión de Anil Murthy, presidente del club ‘ché’.
El francés, que sonó como posible relevo de Thomas 
 Partey en el Atlético 
 de 
 Madrid después de...",https://www.mundodeportivo.com/futbol/valencia/20201015/484105294867/kondogbia-anil-murthy-instagram.html,2020-10-15T21:24:56Z,neutral,0.00025757402
"Alerta Kondogbia, tiene molestias a tres días del derbi ante el Villarreal",El centrocampista no entrenó con el resto de sus compañeros como tampoco lo hizo el lunes y mañana se someterá a pruebas si no remite el dolor. Es una de las piezas clave del Valencia de Javi Gracia.,https://as.com/futbol/2020/10/15/primera/1602778069_476795.html,2020-10-15T16:18:55Z,neutral,-0.11917129
"‘Centre, U.P. govt. trying to shield Hathras accused’",Left parties take out protest rally in city,https://www.thehindu.com/news/national/andhra-pradesh/centre-up-govt-trying-to-shield-hathras-accused/article32866002.ece,2020-10-15T18:57:05Z,negative,-0.8530761
BJP will win bypolls in State: Kateel,The BJP general secretary C.T. Ravi and State president Nalin Kumar Kateel said the Congress will pay the price and suffer electoral defeat in the byelections in the State “for its role” in the Bengal,https://www.thehindu.com/news/national/karnataka/bjp-will-win-bypolls-in-state-kateel/article32865866.ece,2020-10-15T18:22:01Z,negative,-0.7255774
Two Congress MLAs Questioned Over Bengaluru Violence,"The NIA probing the August 11 violence in Bengaluru over an alleged inflammatory social media post has questioned two Congress MLAs, B Z Zameer Ahmed Khan and Rizwan Arshad, who were present at the spot on that day.",https://www.ndtv.com/bangalore-news/two-congress-mlas-questioned-over-bengaluru-violence-2310296,2020-10-15T00:03:45Z,negative,-0.83560824
Joe Biden’s COVID response plan draws from FDR’s New Deal,"With infection rates ticking back up in much of the country as the weather cools and social distancing becomes tougher, addressing the public health crisis could reach new levels of urgency by Inauguration Day. If current trends hold, as many as 400,000 Ameri…",https://economictimes.indiatimes.com/news/international/world-news/joe-bidens-covid-response-plan-draws-from-fdrs-new-deal/articleshow/78679716.cms,2020-10-15T10:50:04Z,neutral,0.054247268
‘Govt is focussing on districts as much on Bengaluru’,Having both health and medical education departments under one minister will ensure better coordination and further streamline the government’s efforts to tackle Covid-19: Karnataka Health Minister Dr K Sudhakar,https://www.thehindubusinessline.com/news/national/govt-is-focussing-on-districts-as-much-on-bengaluru/article32859104.ece,2020-10-15T04:14:16Z,positive,0.79673874
Volante francês detona presidente do Valencia,"O volante francês Geoffrey Kondogbia, do Valencia, detonou o presidente do clube, Anil Murthy. O ...","https://www.terra.com.br/esportes/lance/volante-frances-detona-presidente-do-valencia,208f593af26cb617e5db0b72746c47794mz6azx1.html",2020-10-15T22:51:41Z,neutral,0.017545974
El Valencia asegura que la única oferta del Atlético por Kondogbia es una cesión sin compra obligatoria,Geoffrey Kondogbia ha provocado un terremoto -uno más- en el Valencia cuando está a punto de reanudarse la Liga al acusar al presidente Anil Murthy...,https://www.marca.com/futbol/valencia/2020/10/16/5f88cff246163f4f958b458e.html,2020-10-15T22:41:14Z,neutral,-0.015143551
