title,description,url,publishedAt,prediction,sentiment_score
"Adani Group, Piramal among 4 bidders for DHFL, lenders stare at over ₹60,000 cr write-off - Mint","<ol><li>Adani Group, Piramal among 4 bidders for DHFL, lenders stare at over ₹60,000 cr write-off  Mint
</li><li>DHFL lenders staring at ₹65,000-crore haircut  BusinessLine
</li><li>Adani Group, Piramal among 4 bidders for DHFL, lenders stare at over Rs 60,…",https://www.livemint.com/companies/news/adani-group-piramal-among-4-bidders-for-dhfl-lenders-stare-at-over-rs-60-000-cr-write-off-11603036383307.html,2020-10-18T15:56:36Z,neutral,-0.4275818
"Adani Group, Piramal among 4 bidders for DHFL, lenders stare at over Rs 60,000 crore write-off",DHFL was the first finance company to be referred to NCLT by the RBI using special powers under section 227.,https://www.moneycontrol.com/news/business/adani-group-piramal-among-4-bidders-for-dhfl-lenders-stare-at-over-rs-60000-crore-write-off-5979111.html,2020-10-18T14:29:58Z,neutral,0.07134996
"DHFL lenders staring at ₹65,000-crore haircut","SBI-led bankers owed ₹85,000 cr, but the highest bid has come in at just ₹20,000 cr",https://www.thehindubusinessline.com/money-and-banking/dhfl-lenders-staring-at-65000-crore-haircut/article32887353.ece,2020-10-18T16:09:32Z,negative,-0.5556071
"Bengtsson, l'ex Inter racconta la sua crisi: ""Il calcio pretende mascolinità, è tutto sbagliato""","Bengtsson, l'ex Inter racconta la sua crisi: ""Il calcio pretende mascolinità, è tutto sbagliato""
Lo svedese, a Roma per la presentazione del film ""Tigers"", tratto dalla sua storia, ha incontrato la giovane giuria di 'Alice nella Città': ""Non vergognatevi a mo…",https://www.gazzetta.it/Calcio/Serie-A/Inter/18-10-2020/martin-bengtsson-ex-inter-racconta-ragazzi-sua-crisi-390103196077.shtml,2020-10-18T18:11:37Z,neutral,-0.018637761
Bandu’s Blockbusters,"On April 1, four years back, piqued by the incessant jokes in the village at his expense, Bandu Barve decided he’d had enough. It was time for him to turn ‘smart’. His dead granny’s voice rang in his",https://www.thehindubusinessline.com/portfolio/stock-fundamental-analysis-india/bandus-blockbusters/article32886314.ece,2020-10-18T12:19:33Z,neutral,0.1225009
"Adani to complete 1,000 MW transmission line to Mumbai by December 2022","In a review meeting taken following last Monday's power outage, Maharashtra Chief Minister Uddhav Thackeray had asked all stakeholders to expedite the project by adhering to the timelines.",https://economictimes.indiatimes.com/industry/energy/power/adani-to-complete-1000-mw-transmission-line-to-mumbai-by-december-2022/articleshow/78736364.cms,2020-10-18T16:25:02Z,neutral,0.45664212
"Adani Group, Piramal, Oaktree among 4 bidders in DHFL resolution process","In November last year, the Reserve Bank referred DHFL, the third largest pure-play mortgage lender, to the National Company Law Tribunal (NCLT) for insolvency proceedings",https://www.businesstoday.in/current/corporate/adani-group-piramal-oaktree-among-4-bidders-in-dhfl-resolution-process/story/419304.html,2020-10-18T16:22:06Z,neutral,0.011697378
City gas to be made available in all taluks,"Pipeline to be extended to Angamaly, Perumbavoor, and Kolenchery",https://www.thehindu.com/news/cities/Kochi/city-gas-to-be-made-available-in-all-taluks/article32888871.ece,2020-10-18T20:21:39Z,positive,0.54245114
"Adani Group, Piramal among 4 bidders for DHFL, lenders stare at over Rs 60,000 crore write-off","In November, the Reserve Bank referred DHFL, the third largest pure-play mortgage lender, to the National Company Law Tribunal (NCLT) for insolvency proceedings. DHFL was the first finance company to be referred to NCLT by the RBI using special powers under s…",https://economictimes.indiatimes.com/industry/banking/finance/adani-group-piramal-among-4-bidders-for-dhfl-lenders-stare-at-over-rs-60000-crore-write-off/articleshow/78735446.cms,2020-10-18T15:05:26Z,neutral,0.06575768
DHFL promoter Kapil Wadhawan offers rights in 10 projects,"Wadhawan has written to the administrator appointed by the Reserve Bank of India offering his rights, title and interest in at least 10 projects that he claims are valued at ₹43,879 crore, towards the settlement.",https://economictimes.indiatimes.com/news/politics-and-nation/dhfl-promoter-offers-rights-in-10-projects/articleshow/78738776.cms,2020-10-18T19:04:19Z,neutral,0.23280004
"Adani to complete 1,000 MW transmission line to Mumbai by Dec 2022","Adani to complete 1,000 MW transmission line to Mumbai by Dec 2022, Adani transmission line, Adani group, Adani",https://www.indiatvnews.com/business/news-adani-to-complete-1000-mw-transmission-line-to-mumbai-by-dec-2022-657996,2020-10-18T17:01:17Z,neutral,0.17456853
"Mathias may want Paris, but Paris may not want Mathias","As Mathias Cormann leaves Australia’s Senate after seven years as Finance Minister, Alan Austin reviews his contribution.

FINANCE MINISTER Mathias Cormann may have a better shot at the top job with the Organisation for Economic Co-operation and Development (…","https://independentaustralia.net/politics/politics-display/mathias-may-want-paris-but-paris-may-not-want-mathias,14423",2020-10-18T21:00:00Z,neutral,0.25334594
Trade setup for Monday: Top 15 things to know before Opening Bell,"According to pivot charts, the key support level for the Nifty is placed at 11,690.27, followed by 11,618.03.",https://www.moneycontrol.com/news/business/markets/trade-setup-for-monday-top-15-things-to-know-before-opening-bell-110-5974061.html,2020-10-18T14:17:41Z,neutral,-0.131563
Calcio in tv: Toro-Cagliari,"Sono cinque le partite di serie A, Covid permettendo, in cartellone oggi in tv: due sono trasmesse da Dazn, le rimanenti da Sky. Inoltre, calcio internazionale su entrambe le reti. 
SKY. La Domenica d ... [Continua a leggere sul sito.]",https://www.lastampa.it/spettacoli/tv/2020/10/18/news/calcio-in-tv-toro-cagliari-1.39428194,2020-10-18T05:00:00Z,neutral,0.012857197
