title,description,url,publishedAt,prediction,sentiment_score
Adani takeover of three airports to be complete by Nov 11,"The AAI, in its release, added that the Ministry of Civil Aviation has signed MoUs (memorandums of understanding) with three entities of the Adani Group to provide services such as customs, immigration and security at the above mentioned three airports.",https://indianexpress.com/article/business/aviation/adani-takeover-of-three-airports-to-be-complete-by-nov-11-6844322/,2020-10-22T21:35:15Z,positive,0.8580199
"In another time, a role model",Stan Swamy has stood with the oppressed. The state considers him an enemy,https://indianexpress.com/article/opinion/columns/stan-swamy-arrest-bhima-koregaon-case-elgar-parishad-nia-6843742/,2020-10-22T21:35:17Z,neutral,-0.15257427
"Adani To Take Over Airport Ops At Mangaluru, Lucknow, Ahmedabad Soon","The Adani group would be taking over the operations, management and development of the airports at Mangaluru, Lucknow and Ahmedabad from the AAI by October 31, November 2 and November 11, respectively, said an official statement on Thursday.",https://www.ndtv.com/india-news/adani-to-take-over-airport-ops-at-mangaluru-lucknow-ahmedabad-soon-2314373,2020-10-22T17:01:35Z,neutral,0.014619571
Stock market update: MidCap stocks advance; Adani Green jumps 5%,The S&P BSE MidCap index was trading 0.42 per cent up at 14871.47.,https://economictimes.indiatimes.com/markets/stocks/news/stock-market-update-midcap-stocks-advance-adani-green-jumps-5nbsp/articleshow/78805797.cms,2020-10-22T07:04:29Z,positive,0.61412156
Adani Group to takeover 3 city airports by Nov 7,"The Adani Group will take over the operation and management of Mangaluru, Lucknow and Ahmedabad airports on October 31 and November 2 and 7, respectively, the Airports Authority of India (AAI) announced on Thursday. Citing the pandemic, the group had sight ti…",https://timesofindia.indiatimes.com/business/india-business/adani-group-to-take-over-ahmedabad-lucknow-mangaluru-airports-by-november-7/articleshow/78808716.cms,2020-10-22T10:59:14Z,negative,-0.8647889
"Market movers: IT, pharma stocks witness selling; 107 stocks hit 52-week highs",As many as 107 stocks rose to their 52-week highs during the session.,https://economictimes.indiatimes.com/markets/stocks/news/market-movers-it-pharma-sees-selling-broader-market-shines-107-stocks-hit-52-week-highs/articleshow/78809921.cms,2020-10-22T12:43:36Z,positive,0.518018
2 नवंबर से लखनऊ एयरपोर्ट का जिम्मा संभालेगा अदाणी ग्रुप,"अदाणी ग्रुप जल्दी ही मेंगलूरु, लखनऊ और अहमदाबाद हवाई अड्डों के संचालन, प्रबंधन और विकास का जिम्मा संभालने जा रहा है। एयरपोर्ट अथॉरिटी ऑफ इंडिया के मुताबिक अदाणी ग्रुप 31 अक्टूबर को मेंगलूरु, 2 नवंबर को लखनऊ और 11 नवंबर को अहमदाबाद एयरपोर्ट का कामकाज संभालेगा।",https://navbharattimes.indiatimes.com/business/business-news/adani-group-to-take-over-airport-operation-at-lucknow-by-nov-2/articleshow/78814863.cms,2020-10-22T17:24:11Z,neutral,-0.02994312
Congress begins signature campaign,"New farm laws, enacted by the Centre, are an attempt to hand over crores of farmers and their farm lands to corporates, said Virudhunagar MP, B. Manickam Tagore. Talking to press persons after inaugur",https://www.thehindu.com/news/cities/Madurai/campaign/article32921919.ece,2020-10-22T17:15:34Z,neutral,0.07468907
"Adani Group to take over airport operations at Mangaluru by Oct 31, Lucknow by Nov 2, Ahmedabad by Nov 11: AAI","The central government privatised six major airports -- Lucknow, Ahmedabad, Jaipur, Mangaluru, Thiruvananthapuram, and Guwahati -- in February 2019.",https://economictimes.indiatimes.com/industry/transportation/airlines-/-aviation/adani-group-to-take-over-airport-operations-at-mangaluru-by-oct-31-lucknow-by-nov-2-ahmedabad-by-nov-11-aai/articleshow/78810004.cms,2020-10-22T12:35:45Z,neutral,0.042835914
Adani to take over Mangaluru airport on October 31,To take over Lucknow airport on November 2 and Ahmedabad airport on November 7,https://www.thehindubusinessline.com/companies/adani-to-take-over-mangaluru-airport-on-october-31/article32917964.ece,2020-10-22T11:01:51Z,neutral,0.0018375013
आज Crompton Greaves और Alembic Pharma के शेयरों में कमाई का मौका,"आज Pricol, Crompton Greaves Consumer Electricals, Alembic Pharma और Bharti Infratel के शेयर निवेशकों की झोली भर सकते हैं। Pricol का दूसरी तिमाही में मुनाफा 49.51 करोड़ रुपये रहा जबकि पिछले साल समान तिमाही में कंपनी को 59.67 करोड़ रुपये का घाटा हुआ था।",https://navbharattimes.indiatimes.com/business/share-market/share-news/shares-to-watch-on-23rd-october/articleshow/78814401.cms,2020-10-23T00:00:00Z,neutral,0.014472142
"Sensex, Nifty On Track To Break 4-Day Winning Streak",Seven of 11 sector gauges compiled by the National Stock Exchange were trading lower led by the Nifty Pharma index's 1.3 per cent fall.,https://www.ndtv.com/business/share-market-updates-sensex-nifty-on-track-to-break-4-day-winning-streak-2314087,2020-10-22T08:52:24Z,negative,-0.96444005
"Sensex Drops Over 150 Points As Financial, IT Stocks Weigh On Markets",Share Market Updates:  It remains unclear whether stimulus negotiations would continue ahead of the US presidential and congressional elections on November 3.,https://www.ndtv.com/business/share-market-updates-sensex-drops-over-150-points-as-financial-it-stocks-weigh-on-markets-2314003,2020-10-22T06:48:07Z,negative,-0.92113906
"Sensex Opens 150 Points Lower, Nifty Below 11,900 Tracking Asian Markets",Share Market Latest Updates: It remains unclear whether stimulus negotiations would continue ahead of the US presidential and congressional elections on November 3.,https://www.ndtv.com/business/share-market-live-updates-sensex-today-nifty-bse-nse-stock-market-latest-news-22-october-2020-2313889,2020-10-22T03:44:55Z,negative,-0.9485141
Stock market update: 31 stocks hit 52-week highs on NSE,"Overall, 20 shares were trading in green in Nifty50 index, while 30 were trading in red in the afternoon trade.",https://economictimes.indiatimes.com/markets/stocks/news/stock-market-update-31-stocks-hit-52-week-highs-on-nse/articleshow/78802330.cms,2020-10-22T05:16:10Z,positive,0.50117385
Stock market update: BSE Capital Goods index up 1%; HAL climbs 4%,The index was trading 1.25 per cent up at 14027.43.,https://economictimes.indiatimes.com/markets/stocks/news/stock-market-update-bse-capital-goods-index-up-1-hal-climbs-4/articleshow/78806231.cms,2020-10-22T08:49:12Z,positive,0.82533485
MERC appoints 3-member panel to conduct probe into Mumbai power outage,"The high-level committee has been given three months'' time to submit its report, MERC said in an order, adding the same can be extended if so sought by the panel",https://www.business-standard.com/article/current-affairs/merc-appoints-3-member-panel-to-conduct-probe-into-mumbai-power-outage-120102201350_1.html,2020-10-22T14:50:00Z,neutral,0.3302107
Madras HC order doesn't allow Wadhawans to sell its assets: 63 Moons,"63 Moons had filed civil and criminal cases against DHFL and Wadhawans, accusing them of fraud and siphoning off money",https://www.business-standard.com/article/pti-stories/dhfl-63-moons-cites-hc-order-to-assert-wadhwan-cannot-offer-properties-to-banks-for-settlement-120102201012_1.html,2020-10-22T18:10:00Z,negative,-0.88226694
Ahead of Market: 12 things that will decide stock action on Friday,"There is a possibility of continuation of range bound action around 11,850-11,950 levels by next session. Immediate support is to be watched at 11,800 and a crucial upside hurdle is placed at 12,025",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-12-things-that-will-decide-stock-action-on-friday/articleshow/78813437.cms,2020-10-22T15:49:37Z,neutral,0.06394548
"Sensex drops 140 points, Nifty nears 11,900 as stimulus hopes fade","The mood on Dalal Street has been largely bullish for a while now, mostly thanks to better than expected earnings from IT firms and recovery in economic conditions. In the last 15 sessions, bluechip indices have closed in the red for just one.",https://economictimes.indiatimes.com/markets/stocks/news/sensex-drops-140-points-nifty-nears-11900-as-stimulus-hopes-fade/articleshow/78801145.cms,2020-10-22T04:14:06Z,negative,-0.8840234
