title,description,url,publishedAt,prediction,sentiment_score
Норвежская Equinor заключила контракт на внедрение машинного обучения на производстве,"Это позволит ускорить цифровизацию в области разведки, разработки месторождений и их эксплуатации",https://tass.ru/ekonomika/9829277,2020-10-27T15:50:22Z,neutral,0.010948785
"Healthcare BPO Market Research Report by Provider Service, by Payer Service, by Pharmaceutical Service - Global Forecast to 2025 - Cumulative Impact of COVID-19","Healthcare BPO Market Research Report by Provider Service (Patient Care, Patient Enrollment, and Revenue Cycle Management), by Payer Service (Billing and Accounts Management Services, Care Management, Claims Management Services, HR Services, and Integrated Fr…",https://news.yahoo.com/healthcare-bpo-market-research-report-193000538.html,2020-10-27T19:30:00Z,neutral,-0.00047904812
United States Managed Service Market Growth & Trends Report 2020-2025 - ResearchAndMarkets.com,"DUBLIN--(BUSINESS WIRE)--The ""United States Managed Service Market - Growth, Trends and Growth (2020-2025)"" report has been added to ResearchAndMarkets.com's offering. The United States Managed Service Market is expected to grow at a CAGR of 6.3% during the f…",https://www.businesswire.com/news/home/20201027005539/en/United-States-Managed-Service-Market-Growth-Trends-Report-2020-2025---ResearchAndMarkets.com,2020-10-27T09:41:02Z,positive,0.89395154
"Internet of Things (IoT) Managed Services Market Analysis by Trends 2020, Key Players Profile, Business Insights, Key Trends, Revenue and CAGR Status Forecast to 2024 - PRnews Leader","Internet of Things (IoT) Managed Services Market Analysis by Trends 2020, Key Players Profile, Business Insights, Key Trends, Revenue and CAGR Status Forecast to 2024  PRnews Leader",https://prnewsleader.com/uncategorized/1198186/internet-of-things-iot-managed-services-market-analysis-by-trends-2020-key-players-profile-business-insights-key-trends-revenue-and-cagr-status-forecast-to-2024/,2020-10-27T06:35:01Z,neutral,0.09518184
Internet of Things (IoT) Managed Services Market Research Archives - Stock Market Vista,Internet of Things (IoT) Managed Services Market Research Archives  Stock Market Vista,https://stockmarketvista.com/tag/internet-of-things-iot-managed-services-market-research/,2020-10-27T03:26:18Z,neutral,-0.009840375
Internet of Things (IoT) Managed Services Market Growth Archives - Stock Market Vista,Internet of Things (IoT) Managed Services Market Growth Archives  Stock Market Vista,https://stockmarketvista.com/tag/internet-of-things-iot-managed-services-market-growth/,2020-10-27T03:28:49Z,neutral,-0.006473679
"Internet of Things (IoT) Managed Services Market By Size,Share,Analysis, New Technology - Opportunity Analysis And Forecast: 2020 – 2028 - Stock Market Vista","“The global Internet of Things (IoT) Managed Services Market Study discusses the new advances and prospects in the market. This study analyses key challenges, adoption trends, future growth potentials, competitive outlook, key drivers, restraints, market ecos…",https://stockmarketvista.com/2020/10/27/internet-of-things-iot-managed-services-market-by-sizeshareanalysis-new-technology-opportunity-analysis-and-forecast-2020-2028/,2020-10-27T03:26:18Z,neutral,0.056687173
"Sensex Surges 377 Points, Nifty Settles At 11,889 Led By Kotak Bank",Eight of 11 sector gauges compiled by the National Stock Exchange ended higher led by the Nifty Private Bank index's over 3 per cent gain.,https://www.ndtv.com/business/share-market-uodates-sensex-ends-377-points-higher-nifty-settles-near-11-900-led-by-kotak-mahindra-bank-2316432,2020-10-27T10:09:23Z,positive,0.8683375
"Internet of Things (IoT) Testing Market 2020-2026 | Comprehensive Study COVID19 Impact Analysis | Worldwide Key Players: COGNIZANT TECHNOLOGY SOLUTIONS, INFOSYS, CAPGEMINI, RAPID7, SMARTBEAR SOFTWARE, etc. | InForGrowth - TechnoWeekly","Internet of Things (IoT) Testing Market 2020-2026 | Comprehensive Study COVID19 Impact Analysis | Worldwide Key Players: COGNIZANT TECHNOLOGY SOLUTIONS, INFOSYS, CAPGEMINI, RAPID7, SMARTBEAR SOFTWARE, etc. | InForGrowth  TechnoWeekly",https://technoweekly.com/uncategorized/517276/internet-of-things-iot-testing-market-2020-2026-comprehensive-study-covid19-impact-analysis-worldwide-key-players-cognizant-technology-solutions-infosys-capgemini-rapid7-smartbear-software/,2020-10-27T03:36:00Z,neutral,0.014542395
Stock market update: Nifty IT index falls over 1%; L&T Infotech slips 3%,The index was trading 1.26 per cent down at 20998.05.,https://economictimes.indiatimes.com/markets/stocks/news/stock-market-update-nifty-it-index-falls-over-1-lampt-infotech-slips-3/articleshow/78888831.cms,2020-10-27T08:13:23Z,negative,-0.9671532
"Rajesh Nambiar appointed as chairman, managing director of Cognizant India","He joins Cognizant from Ciena, a networking and software company, where he currently serves as Chairman and President of Ciena, India",https://www.business-standard.com/article/companies/rajesh-nambiar-appointed-as-chairman-managing-director-of-cognizant-india-120102800013_1.html,2020-10-27T18:31:00Z,neutral,0.058319137
