title,description,url,publishedAt,prediction,sentiment_score
IBM Drives Capabilities for Clients to Run Business-Critical SAP Software Workloads on Hybrid Cloud - AiThority,"Coca-Cola European Partners, Cementos Pacasmayo, Primadonna Collection adopt IBM Cloud to run SAP software workloads in a secured and open environmentSAP and IBM grow ecosystem of GSIs and ISVs including Syniti, TCS, Tech MahindraIBM announced new se",https://aithority.com/it-and-devops/cloud/ibm-drives-capabilities-for-clients-to-run-business-critical-sap-software-workloads-on-hybrid-cloud/,2020-10-26T12:36:49Z,neutral,0.1381331
Industry 4.0 Technology jointly developed by IIT Kharagpur and TCS,Industry 4.0 Technology jointly developed by IIT Kharagpur and TCS  Part of: GS Prelims and GS-III – Industry; Innovation; Science and Technology  In news IIT Kharagpur and Tata Consultancy Services (TCS) have jointly developed a novel Industry 4.0 Technology…,https://iasbaba.com/2020/10/industry-4-0-technology-jointly-developed-by-iit-kharagpur-and-tcs/,2020-10-26T13:59:08Z,neutral,0.3107584
"Internet of Things (IoT) Professional Services Market 2020 Geographical Segmentation, Opportunities by Types, Application, Players – Atos SE, Infosys Limited, NTT DATA Corporation, Tata Consultancy Services Limited, Tech Mahindra Limited, Happiest Minds, IBM Corporation, Cognizant, Wipro Limited, Capgemini, Accenture - Aerospace Journal","Internet of Things (IoT) Professional Services Market 2020 Geographical Segmentation, Opportunities by Types, Application, Players – Atos SE, Infosys Limited, NTT DATA Corporation, Tata Consultancy Services Limited, Tech Mahindra Limited, Happiest Minds, IBM …",https://aerospace-journal.com/space/196295/internet-of-things-iot-professional-services-market-2020-geographical-segmentation-opportunities-by-types-application-players-atos-se-infosys-limited-ntt-data-corporation-tata-consultancy-se/,2020-10-26T04:48:18Z,neutral,0.0068494678
"Global Internet of Things (IoT) Integration Market 2025 In-depth Coverage and Various Important Aspects of COVID 19 Outbreak Impact : TATA CONSULTANCY SERVICES, WIPRO, ATOS, ACCENTURE, INFOSYS, CAPGEMINI etc. - The Think Curiouser","Global Internet of Things (IoT) Integration Market 2025 In-depth Coverage and Various Important Aspects of COVID 19 Outbreak Impact : TATA CONSULTANCY SERVICES, WIPRO, ATOS, ACCENTURE, INFOSYS, CAPGEMINI etc.  The Think Curiouser",https://thinkcuriouser.com/energy/307223/global-internet-of-things-iot-integration-market-2025-in-depth-coverage-and-various-important-aspects-of-covid-19-outbreak-impact-tata-consultancy-services-wipro-atos-accenture-infosys-capgem-2/,2020-10-26T05:19:31Z,neutral,0.021046555
Rising Demand for Real-Time Transactions to Escalate the Revenue Assurance Market in the Covid-19 Outbreak - [243 pages] Exclusive Report by Research Dive,"Revenue assurance market is estimated to grow positively in the Covid-19 pandemic due to rise in subscription based economy method, real-time transactions by users, and detecting revenue leaks via revenue assurance system.New York, USA, Oct. 26, 2020 (GLOBE N…",https://news.yahoo.com/rising-demand-real-time-transactions-124800559.html,2020-10-26T12:48:00Z,neutral,0.31549752
"Global Internet of Things Big Data Market Report 2020-2025: Evaluate the Technologies, Companies, and Solutions for Leveraging Big Data Tools and Advanced Analytics for IoT Data Processing","Dublin, Oct. 26, 2020 (GLOBE NEWSWIRE) -- The ""Big Data in Internet of Things: IoT Data Management, Analytics, and Decision Making 2020 - 2025"" report has been added to ResearchAndMarkets.com's offering. This report evaluates the technologies, companies, and …",https://news.yahoo.com/global-internet-things-big-data-094800607.html,2020-10-26T09:48:00Z,neutral,0.032593597
"Global Internet of Things (IoT) Integration Market Size, Share, Demand and Forecast 2020-2025 - re:Jerusalem","MarketsandResearch.biz has rolled out a new report namely Global Internet of Things (IoT) Integration Market 2020 by Company, Regions, Type and Application, Forecast to 2025 that integrates crucial in",https://rejerusalem.com/180537/global-internet-of-things-iot-integration-market-size-share-demand-and-forecast-2020-2025/,2020-10-26T11:47:03Z,neutral,0.077029474
Rising Demand for Real-Time Transactions to Escalate the Revenue Assurance Market in the Covid-19 Outbreak - [243 pages] Exclusive Report by Research Dive,"Revenue assurance market is estimated to grow positively in the Covid-19 pandemic due to rise in subscription based economy method, real-time transactions by users, and detecting revenue leaks via revenue assurance system.New York, USA, Oct. 26, 2020 (GLOBE N…",https://ca.sports.yahoo.com/news/rising-demand-real-time-transactions-124800559.html,2020-10-26T12:48:00Z,neutral,0.31549752
"Global Internet of Things Big Data Market Report 2020-2025: Evaluate the Technologies, Companies, and Solutions for Leveraging Big Data Tools and Advanced Analytics for IoT Data Processing - GlobeNewswire","Global Internet of Things Big Data Market Report 2020-2025: Evaluate the Technologies, Companies, and Solutions for Leveraging Big Data Tools and Advanced Analytics for IoT Data Processing  GlobeNewswire",https://www.globenewswire.com/news-release/2020/10/26/2114067/0/en/Global-Internet-of-Things-Big-Data-Market-Report-2020-2025-Evaluate-the-Technologies-Companies-and-Solutions-for-Leveraging-Big-Data-Tools-and-Advanced-Analytics-for-IoT-Data-Proce.html,2020-10-26T09:48:00Z,neutral,0.0459204
"Festive cheer for employees as several firms rollback salary cuts, plan increments",Several firms across sectors are planning to rollback sharp salary cuts that were announced due to the pandemic earlier. Many firms are also planning to make the festive season memorable for employees by giving pending increments.,https://www.indiatoday.in/business/story/festive-season-employees-salary-cut-rollback-increments-and-bonuses-1735098-2020-10-26,2020-10-26T06:06:12Z,neutral,0.12036201
RIL restores pay of hydrocarbon biz staff,"While the older business saw rough weather, those working in the telecom segment - Reliance Jio - have already received 100% of their variable payouts. However, RIL hasn’t yet decided on the hikes.",https://economictimes.indiatimes.com/industry/telecom/telecom-news/ril-rolls-back-salary-cuts-expedites-performance-bonus/articleshow/78865017.cms,2020-10-26T02:52:24Z,positive,0.69123125
Top headlines: SAT clearing more cases in Covid; auto firms witness growth,"From SAT clearing more cases now than before Covid-19 pandemic to new takers for RBI's debt restructuring scheme, here are top headlines this morning",https://www.business-standard.com/article/current-affairs/top-headlines-sat-clearing-more-cases-in-covid-auto-firms-witness-growth-120102600096_1.html,2020-10-26T01:55:00Z,neutral,0.42200127
