title,description,url,publishedAt,prediction,sentiment_score
Tata group hints at a court-monitored split - Mint,"<ol><li>Tata group hints at a court-monitored split  Mint
</li><li>Mistry-led SP Group alleges 'serious misconduct' in Tata Sons' Parliament project bid: Report  Moneycontrol
</li><li>Row over conflict of interest on contract for new Parliament  Times of In…",https://www.livemint.com/companies/news/tata-group-hints-at-a-court-monitored-split-11602807045965.html,2020-10-16T00:17:01Z,negative,-0.95094174
Tata working on own payment network to rival NPCI: Report,Tata is reportedly looking to build its own payment network on the same legal basis as the National Payments Corporation of India.,https://www.medianama.com/2020/10/223-tata-payments-npci/,2020-10-16T13:16:32Z,positive,0.5507731
HCL Tech to roll out salary hikes for employees across bands - Mint,"<ol><li>HCL Tech to roll out salary hikes for employees across bands  Mint
</li><li>HCL Tech Q2 net profit rises 7% at Rs 3,142 crore, declares 200% interim dividend  Moneycontrol.com
</li><li>HCL Technologies to hire 9,000 freshers by March 2021  Business …",https://www.livemint.com/companies/company-results/hcl-tech-to-roll-out-salary-hikes-for-employees-across-bands-11602843043675.html,2020-10-16T10:31:25Z,positive,0.60172665
Stock market update: IT stocks fall; Mindtree dips 7%,The Nifty IT index was trading 0.19 per cent down at 21525.55.,https://economictimes.indiatimes.com/markets/stocks/news/stock-market-update-it-stocks-fall-mindtreenbspdips-7nbsp/articleshow/78697826.cms,2020-10-16T08:11:41Z,negative,-0.96726674
TCS and Wyoming Department of Education to Host Statewide goIT Digital Innovation Challenge for Middle School Innovators,"CHEYENNE, Wyo. and NEW YORK, Oct. 16, 2020 /PRNewswire/ -- Tata Consultancy Services (TCS) (BSE: 532540, NSE: TCS), a leading global IT services, consulting and business solutions organization, and the Wyoming Department of Education (WDE), will co-host Wyomi…",https://prnmedia.prnewswire.com/news-releases/tcs-and-wyoming-department-of-education-to-host-statewide-goit-digital-innovation-challenge-for-middle-school-innovators-301154063.html,2020-10-16T14:41:00Z,positive,0.5636259
"Stocks to watch: HCL Tech, Mindtree, Cyient, Tech Mahindra, South Indian Bk",Here's a list of stocks that may trade actively in today's session.,https://www.business-standard.com/article/markets/stocks-to-watch-hcl-tech-mindtree-cyient-tech-mahindra-south-indian-bk-120101600160_1.html,2020-10-16T03:11:00Z,neutral,0.0076051205
Why Mindtree share fell 11% despite 88% rise in Q2 net profit,Mindtree share price slipped over 11% today after the firm announced its Q2 earnings. Fall in shatre price came despite the IT firm reporting a 87.9 per cent rise in consolidated net profit for the quarter ended September.  The IT stock lost up to 11.44%,https://www.businesstoday.in/markets/company-stock/mindtree-share-price-falls-rise-in-q2-net-profit-revenue/story/419131.html,2020-10-16T07:35:21Z,negative,-0.9659972
TCS and Wyoming Department of Education to Host Statewide goIT Digital Innovation Challenge for Middle School Innovators,"CHEYENNE, Wyo. and NEW YORK, Oct. 16, 2020 /PRNewswire/ -- Tata Consultancy Services (TCS) (BSE: 532540, NSE: TCS), a leading global IT services, consulting and business solutions organization, and the Wyoming Department of Education (WDE), will co-host Wyomi…",https://www.prnewswire.com/news-releases/tcs-and-wyoming-department-of-education-to-host-statewide-goit-digital-innovation-challenge-for-middle-school-innovators-301154063.html,2020-10-16T14:41:00Z,positive,0.5636259
HCL Tech reports 12.7% rise in profit; revenue grows 4.5% sequentially,The growth in revenues was flat at 0.8% on year-on-year (YoY) basis and rose by 6.4% sequentially to $2.5 billion.,https://economictimes.indiatimes.com/markets/stocks/earnings/hcl-tech-reports-12-7-rise-in-profit-revenue-grows-4-5-sequentially/articleshow/78704866.cms,2020-10-16T07:47:47Z,positive,0.6484865
HCL Tech reports 12.7% rise in profit; revenue grows 4.5% sequentially,The growth in revenues was flat at 0.8% on year-on-year (YoY) basis and rose by 6.4% sequentially to $2.5 billion.,https://economictimes.indiatimes.com/markets/stocks/earnings/hcl-tech-reports-12-7-rise-in-profit-revenue-grows-4-5-sequentially/articleshow/78697133.cms,2020-10-16T07:47:47Z,positive,0.6484865
