title,description,url,publishedAt,prediction,sentiment_score
Tata Group pulls ad featuring Hindu-Muslim family after outcry - Reuters India,"A subsidiary of India's tea-to-telecoms Tata Group has withdrawn a jewellery advertisement featuring a Hindu-Muslim family celebrating a baby shower, following threats to one of its stores and wide criticism on social media.",https://in.reuters.com/article/india-religion-idINKBN26Z0WF,2020-10-14T10:36:22Z,negative,-0.9369462
Tata Group pulls ad featuring Hindu-Muslim family after outcry - Reuters,"A subsidiary of India's tea-to-telecoms Tata Group has withdrawn a jewellery advertisement featuring a Hindu-Muslim family celebrating a baby shower, following threats to one of its stores and wide criticism on social media.",https://www.reuters.com/article/india-religion-idUSKBN26Z0WF,2020-10-14T10:37:37Z,negative,-0.93821126
Infosys September-quarter profit jumps on upbeat client demand - Reuters India,"Infosys Ltd on Wednesday raised annual revenue growth forecast, after the Indian software services firm posted a better-than-expected quarterly profit, buoyed by growth in client demand for its digital services during the pandemic.",https://www.reuters.com/article/infosys-results-idINKBN26Z1HE,2020-10-14T10:49:00Z,positive,0.9013173
"Wipro shares fall nearly 7% as organic growth, revival plan disappoint - Reuters India","Shares of Wipro Ltd fell 6.8% on Wednesday, a day after the software services firm posted quarterly organic revenue growth that was lower than peers and disappointed some investors with its plans to revive growth.",https://in.reuters.com/article/wipro-results-idINKBN26Z0O6,2020-10-14T06:19:00Z,negative,-0.97174406
"Wipro shares fall nearly 7% as organic growth, revival plan disappoint - Reuters India","Shares of Wipro Ltd fell 6.8% on Wednesday, a day after the software services firm posted quarterly organic revenue growth that was lower than peers and disappointed some investors with its plans to revive growth.",https://in.reuters.com/article/wipro-results-idINL4N2H517H,2020-10-14T07:07:21Z,negative,-0.97174406
TCS opens hiring test to other firms,Tata Consultancy Services (TCS) said its National Qualifier Test (NQT) will now be a common gateway test for several participating corporates for fresher recruitment programmes. This standardised test,https://www.thehindu.com/business/tcs-opens-hiring-test-to-other-firms/article32856672.ece,2020-10-14T17:46:11Z,neutral,0.296562
"TCS to recruit 10,000 staff in US by 2022","Over the past few years, Indian IT firms have significantly increased hiring in the US and other international markets as these countries have taken steps to tighten their work visa regimes.",https://www.moneycontrol.com/news/business/tcs-to-recruit-10000-staff-in-us-by-2022-5964741.html,2020-10-14T16:16:12Z,positive,0.9177348
Tata Consultancy Services opens hiring test to other firms,Tata Consultancy Services (TCS) said its National Qualifier Test (NQT) will now be a common gateway test for several participating corporates for fresher recruitment programmes. This standardised test,https://www.thehindu.com/business/Industry/tcs-opens-hiring-test-to-other-firms/article32856672.ece,2020-10-14T20:02:18Z,neutral,0.2360394
"Infosys plans to hire 15,000 freshers next year, rolls out salary hikes effective January 2021","In addition, promotions that started in the second quarter at the junior level will be expanded to all levels, Infosys said.",https://www.moneycontrol.com/news/business/infosys-plans-to-hire-15000-freshers-next-year-rolls-out-salary-hikes-effective-january-2021-5964181.html,2020-10-14T14:39:43Z,positive,0.7493469
"Wipro shares fall nearly 7% as organic growth, revival plan disappoint","Shares of Wipro Ltd fell 6.8% on Wednesday, a day after the software services firm posted quarterly organic revenue growth that was lower than peers and disappointed some investors with its plans to revive growth. Chief Executive Officer Thierry Delaporte, wh…",https://finance.yahoo.com/news/wipro-shares-fall-nearly-7-061646437.html,2020-10-14T06:16:46Z,negative,-0.9683072
