title,description,url,publishedAt,prediction,sentiment_score
Deutsche Bank in talks to sell IT unit as it trims staff - sources - Reuters UK,"Germany's Deutsche Bank <DBKGn.DE> is in talks to sell IT services division Postbank Systems, people with knowledge of the matter said on Thursday.",https://uk.reuters.com/article/uk-tcs-m-a-deutsche-bank-idUKKBN2770XI,2020-10-22T07:52:00Z,neutral,-0.0076264143
TCS Launches Blockchain Quality Engineering Services Suite,"Tata Consultancy Services (TCS) (BSE: 532540, NSE: TCS), a leading global IT services, consulting and business solutions organization, has introduced a composite quality engineering (QE) service for blockchain applications called TCS Blockchain QE Services th…",https://news.yahoo.com/tcs-launches-blockchain-quality-engineering-162700737.html,2020-10-22T16:27:00Z,positive,0.8076699
Deutsche Bank Ponders Tata Consultancy Tech Sale — Red Herring - Red Herring,"Deutsche Bank is in talks to sell one of its major technology units to Tata Consultancy Services Ltd, a Mumbai-based conglomerate, according to a report by Bloomberg. Postbank Systems AG, a Bonn-based…",https://www.redherring.com/enterprise/deutsche-bank-ponders-tata-consultancy-tech-sale/,2020-10-22T10:13:19Z,neutral,0.013544083
Tata Consultancy in Talks to Buy Deutsche Bank’s Technology Unit,"(Bloomberg) -- Tata Consultancy Services Ltd., Asia’s biggest software exporter by market value, is in advanced talks to acquire a technology services unit of Deutsche Bank AG, people with knowledge of the matter said.The discussions about the Bonn-based Post…",https://finance.yahoo.com/news/tata-consultancy-talks-buy-deutsche-050832274.html,2020-10-22T05:08:32Z,neutral,0.12773998
"Deutsche Bank in talks to sell IT unit as it trims staff, TCS in fray","The sale would help Deutsche reach its goal of shedding 18,000 staff overall to cut costs and restore profitability",https://www.moneycontrol.com/news/business/deutsche-bank-in-talks-to-sell-it-unit-as-it-trims-staff-tcs-in-fray-5996191.html,2020-10-22T09:26:05Z,positive,0.7840103
Deutsche Bank: Gespräche über Postbank-IT,"Die Deutsche Bank will womöglich die IT-Sparte ihrer Tochter Postbank verkaufen. Das Institut führe bereits Verhandlungen mit potenziellen Käufern, einer davon...",https://www.sueddeutsche.de/wirtschaft/deutsche-bank-gespraeche-ueber-postbank-it-1.5089946,2020-10-22T16:55:19Z,neutral,-0.0015866756
"Top buy and sell ideas by Ashwani Gujral, Sudarshan Sukhani for short term","Sudarshan Sukhani of s2analytics.com suggests buying Interglobe Aviation with a stop loss of Rs 1,350, target at Rs 1,385 and DLF with a stop loss of Rs 169, target at Rs 176.",https://www.moneycontrol.com/news/business/stocks/top-buy-and-sell-ideas-by-ashwani-gujral-sudarshan-sukhani-for-short-term-12-5996251.html,2020-10-22T03:37:08Z,neutral,0.05036141
Deutsche Bank in talks to sell IT unit as it trims staff - sources,"Germany's Deutsche Bank is in talks to sell IT services division Postbank Systems, people with knowledge of the matter said on Thursday.",https://www.channelnewsasia.com/news/business/deutsche-bank-in-talks-to-sell-it-unit-as-it-trims-staff---sources-13340004,2020-10-22T08:00:31Z,neutral,-0.22120635
TCS close to buying Deutsche Bank’s IT arm,Tata Consultancy Services is in talks to acquire Deutsche Bank’s IT services unit based in Bonn.Multiple sources BusinessLine spoke to confirmed that the talks were at an advanced stage and it involv,https://www.thehindubusinessline.com/info-tech/tcs-close-to-buying-deutsche-banks-it-arm/article32921247.ece,2020-10-22T16:34:20Z,neutral,0.14543368
Clients across industries choosing to run their SAP software workloads on IBM Cloud,"IBM announced new services, partnerships and capabilities designed to help clients accelerate their hybrid cloud journeys and deploy and run SAP software workloads wherever they choose – from the IBM public cloud to on-premises. These new offerings expand on …",https://www.helpnetsecurity.com/2020/10/23/ibm-sap/,2020-10-22T23:30:40Z,positive,0.5578771
Egy komplett üzletágat megszerezhet a Tata a Deutsche Banktól,Előrehaladott stádiumban lévő tárgyalásokat folytat a Deutsche Bank technológiai szolgáltatói ágának értékesítéséről a Tata Consultancy Services-szel – állítják a Bloomberg bennfentes forrásai.,https://www.portfolio.hu/bank/20201022/egy-komplett-uzletagat-megszerezhet-a-tata-a-deutsche-banktol-454080,2020-10-22T11:04:00Z,neutral,-0.0067292005
BCD Travel Contracts Further as Zoom Continues to Rattle Travel Agencies,"Video conferencing looks like it will take a bigger chunk than expected out of revenue next year, with a fifth of employees bearing the brunt.
-Matthew Parsons",https://skift.com/2020/10/22/bcd-travel-contracts-further-as-zoom-continues-to-rattle-travel-agencies/,2020-10-22T15:00:21Z,negative,-0.5835709
United States Managed Service Market 2020-2025: Market is Expected to Grow at a CAGR of 6.3% - BFSI to Witness Significant Growth,"Dublin, Oct. 22, 2020 (GLOBE NEWSWIRE) -- The ""United States Managed Service Market - Growth, Trends and Growth (2020-2025)"" report has been added to ResearchAndMarkets.com's offering. The United States Managed Service Market is expected to grow at a CAGR of …",https://news.yahoo.com/united-states-managed-market-2020-092300937.html,2020-10-22T09:23:00Z,positive,0.7196127
Tata Consultancy in talks to buy Deutsche Bank’s technology unit,"The discussions about the Bonn-based Postbank Systems AG are expected to result in a deal with the Indian company by the end of the year, the people said, asking not to be identified discussing the private information.",https://economictimes.indiatimes.com/tech/information-tech/tata-consultancy-in-talks-to-buy-deutsche-banks-technology-unit/articleshow/78805715.cms,2020-10-22T08:29:48Z,neutral,0.046135515
