title,description,url,publishedAt,prediction,sentiment_score
Berichte: Deutsche Bank will IT-Tochter Postbank Systems verkaufen,Medienberichten nach will die Deutsche Bank ihre IT-Tochter Postbank Systems an den indischen Dienstleister Tata Consultancy loswerden.,https://www.heise.de/news/Berichte-Deutsche-Bank-will-IT-Tochter-Postbank-Systems-verkaufen-4937871.html,2020-10-23T14:12:00Z,neutral,0.003214104
"Sensex and Nifty rise as financials gain, blue-chip earnings in focus - Reuters India","Indian shares rose on Friday, driven by gains in financials and IT stocks, with investors focused on talks for another U.S. stimulus package and earnings reports from domestic blue-chip companies due later in the day.",https://in.reuters.com/article/india-stocks-idINKBN2780FY,2020-10-23T04:12:00Z,positive,0.84819794
"Indian shares rise as financials gain, blue-chip earnings in focus - Reuters","Indian shares rose on Friday, driven by gains in financials and IT stocks, with investors focused on talks for another U.S. stimulus package and earnings reports from domestic blue-chip companies due later in the day.",https://www.reuters.com/article/india-stocks-idUSL4N2HE1AV,2020-10-23T04:09:26Z,positive,0.84765744
"Sensex and Nifty rise as financials gain, blue-chip earnings in focus - Reuters","Indian shares rose on Friday, driven by gains in financials and IT stocks, with investors focused on talks for another U.S. stimulus package and earnings reports from domestic blue-chip companies due later in the day.",https://www.reuters.com/article/india-stocks-idUSKBN2780FY,2020-10-23T04:16:26Z,positive,0.85808694
"Morning News Call - India, October 23 - Reuters India","To access a PDF version of this newsletter, please click here https://share.refinitiv.com/assets/newsletters/Indiamorning/MNC_IN_10232020.pdf If you would like to receive this newsletter via email, please register at: https://solutions.refinitiv.com/MNCIndiaS…",https://in.reuters.com/article/india-morningcall-idINL4N2HE148,2020-10-23T03:22:00Z,neutral,-0.007671006
"Sensex Rises Over 250 Points, Nifty Above 11,950 Amid Broad-Based Gains","Share Market Updates: Top gainers in the Nifty basket of 50 shares at the time were Tata Steel, Cipla, Indian Oil, Bharti Airtel and ICICI Bank.",https://www.ndtv.com/business/share-market-updates-sensex-rises-over-250-points-nifty-firm-above-11-950-amid-broad-based-gains-2314478,2020-10-23T04:26:16Z,positive,0.8928346
"TCS, Tech Mahindra, Bharti Infratel, Ambuja Cements in focus","Tata Consultancy Services (TCS) has introduced a composite quality engineering (QE) service for blockchain applications called TCS Blockchain QE Services that combines smart contract auditing with cloud deployment design, API audits, and usability testing to …",https://www.business-standard.com/article/news-cm/tcs-tech-mahindra-bharti-infratel-ambuja-cements-in-focus-120102300233_1.html,2020-10-23T03:07:00Z,positive,0.54420424
"Sensex Rises Over 250 Points, Nifty Above 11,950 Amid Broad-Based Gains","Share Market Latest Updates: Top gainers in the Nifty basket of 50 shares at the time were Tata Steel, Cipla, Indian Oil, Bharti Airtel and ICICI Bank, trading between 1.21 per cent and 2.36 per cent higher.",https://www.ndtv.com/business/share-market-live-updates-sensex-today-nifty-bse-nse-stock-market-latest-news-23-october-2020-2314464,2020-10-23T03:36:30Z,positive,0.79008186
"Stocks in news: HDFC Asset Management, Reliance Power, Alembic Pharma, TCS, Bharti Infratel","Stocks to watch today on October 23: HDFC Asset Management, Reliance Power, Alembic Pharma, TCS, Bharti Infratel among others are the top stocks to watch out for in Friday's trading session",https://www.businesstoday.in/markets/stocks/stocks-to-watch-today-on-october-23-hdfc-asset-management-reliance-power-alembic-pharma-tcs-bharti-infratel/story/419726.html,2020-10-23T03:47:28Z,neutral,0.21553588
"Internet of Things (IoT) Professional Services Market 2020 Share, Size, Future Demand, Global Research, Top Leading player, Emerging Trends, Region by Forecast to 2027 - Eurowire","Internet of Things (IoT) Professional Services Market 2020 Share, Size, Future Demand, Global Research, Top Leading player, Emerging Trends, Region by Forecast to 2027  Eurowire",https://eurowire.co/energy/399429/internet-of-things-iot-professional-services-market-2020-share-size-future-demand-global-research-top-leading-player-emerging-trends-region-by-forecast-to-2027/,2020-10-23T05:22:00Z,neutral,0.049787547
