title,description,url,publishedAt,prediction,sentiment_score
Reliance says India will fully shift to renewable energy in next few decades - Reuters,"India will fully move away from fossil fuels to renewable energy in the next few decades, the chairman of Reliance Industries, operator of the world's biggest refining complex, said on Monday.",https://www.reuters.com/article/india-reliance-idUSKBN27420Q,2020-10-19T15:00:00Z,positive,0.5677861
Reliance says India will fully shift to renewable energy in next few decades - Reuters India,"India will fully move away from fossil fuels to renewable energy in the next few decades, the chairman of Reliance Industries, operator of the world's biggest refining complex, said on Monday.",https://in.reuters.com/article/india-reliance-idINKBN27420Q,2020-10-19T15:02:00Z,positive,0.5448607
"With Covid-19 Under Control, China’s Economy Surges Ahead",Exports jumped and local governments engaged in a binge of debt-fueled construction projects. Even consumer spending is finally recovering.,https://www.nytimes.com/2020/10/18/business/china-economy-covid.html,2020-10-19T02:01:00Z,positive,0.88082767
"Morning News Call - India, October 19 - Reuters India","To access a PDF version of this newsletter, please click here https://share.refinitiv.com/assets/newsletters/Indiamorning/MNC_IN_10192020.pdf If you would like to receive this newsletter via email, please register at: https://solutions.refinitiv.com/MNCIndiaS…",https://in.reuters.com/article/india-morningcall-idINL4N2HA154,2020-10-19T03:36:00Z,neutral,-0.0073905587
Report: India could get a sub-$40 5G smartphone soon,The cheapest 5G phones available right now retail for a little over $200.,https://www.androidauthority.com/cheap-5g-phone-jio-1169949/,2020-10-19T08:57:16Z,neutral,0.16780595
5G-смартфоны дешевле $40. Революция произойдёт в Индии,"В сентябре этого года глава Reliance Jio Мукеш Амбани (Mukesh Ambani) сообщил, что компания готовится запустить в стране сети 5G. В свежем сообщении India Economic Times говорится, что Reliance Jio планирует выпустить в Индии телефоны Jio с поддержкой 5G по ц…",https://www.ixbt.com/news/2020/10/19/5gsmartfony-deshevle-40-revoljucija-proizojdjot-v-indii.html,2020-10-19T08:01:00Z,neutral,0.024022147
Need to think as much about bricks as we have about clicks: Mukesh Ambani pitches for push to manufacturing - Deccan Herald,"<ol><li>Need to think as much about bricks as we have about clicks: Mukesh Ambani pitches for push to manufacturing  Deccan Herald
</li><li>Reliance Jio Planning To Sell 5G Smartphones For ₹2500-3000, Will Target 30 Crore Indians  Swarajya
</li><li>Three th…",https://www.deccanherald.com/business/business-news/need-to-think-as-much-about-bricks-as-we-have-about-clicks-mukesh-ambani-pitches-for-push-to-manufacturing-904315.html,2020-10-19T17:11:05Z,neutral,0.10779354
Indian Business Tycoon Mukesh Ambani To Sell 5G Phones for Less Than $68 - Report,"Mukesh Ambani, a 63-year-old multi-billionaire, has attracted over $15 billion in investments from foreign firms in his oil-to-telecom conglomerate Reliance Industries in the past several months. His telecom venture Jio has captured market share from other mo…",https://sputniknews.com/india/202010191080813710-indian-business-tycoon-mukesh-ambani-to-sell-5g-phones-for-less-than-68---report/,2020-10-19T08:58:02Z,positive,0.8448038
Reliance says India will fully shift to renewable energy in next few decades,"India will fully move away from fossil fuels to renewable energy in the next few decades, the chairman of Reliance Industries, operator of the world's biggest refining complex, said on Monday. Reliance, which operates two giant refineries with a combined capa…",https://finance.yahoo.com/news/reliance-says-india-fully-shift-145926116.html,2020-10-19T14:59:26Z,neutral,0.3457846
PM Modi to inaugurate India Energy Forum next week,"Besides Modi, Oil Minister Dharmendra Pradhan, US Energy Secretary Dan Brouillette, Organization of the Petroleum Exporting Countries (OPEC) secretary general Mohammad Sanusi Barkindo and Saudi Energy Minister Abdulaziz bin Salman Al Saud are scheduled to spe…",https://indianexpress.com/article/business/commodities/pm-narendra-modi-to-inaugurate-india-energy-forum-next-week-6788581/,2020-10-19T07:05:18Z,neutral,0.027608609
PM Modi to inaugurate annual India Energy Forum next week,"Modi will deliver the inaugural address at the virtual event, to be held on October 26-28, organiser IHS Markit said in a statement.",https://economictimes.indiatimes.com/news/politics-and-nation/pm-modi-to-inaugurate-annual-india-energy-forum-next-week/articleshow/78744199.cms,2020-10-19T06:46:13Z,neutral,0.10763532
"Have not closed the option for another stimulus, says Nirmala Sitharaman","To a question on whether the Finance Ministry would come out with an assessment of economic contraction, Sitharaman said the ministry has started doing some assessment since the beginning of October and would soon come with a projection.",https://indianexpress.com/article/business/economy/have-not-closed-the-option-for-another-stimulus-says-sitharaman-6790415/,2020-10-19T16:28:18Z,neutral,0.1598698
What If the Government Ran a Social Network?,"A publicly-funded social network run by the Australian Broadcasting Corporation ""has been proposed as one possible response if Facebook and Google limit services in Australia when the mandatory news code becomes law this year,"" reports the Guardian:

Facebook…",https://yro.slashdot.org/story/20/10/19/0126252/what-if-the-government-ran-a-social-network,2020-10-19T03:34:00Z,neutral,-0.25226688
Pimloc gets $1.8M for its AI-based visual search and redaction tool,UK-based Pimloc has closed a £1.4 million (~$1.8M) seed funding round led by Amadeus Capital Partners. Existing investor Speedinvest and other unnamed shareholders also participated in the round. The 2016-founded computer vision startup launched a AI -powered…,http://techcrunch.com/2020/10/19/pimloc-gets-1-8m-for-its-ai-based-visual-search-and-redaction-tool/,2020-10-19T14:02:46Z,positive,0.7289899
Empresa da Índia quer lançar celular 5G mais barato do mundo,"A gigante de telecomunicações indiana Reliance Jio pode ser a primeira fabricante do mundo a lançar um smartphone 5G com preços mais acessíveis. De acordo com o Economic Times, a empresa planeja o lançamento de um modelo 5G ao preço de Rs 5,000 — cerca de US$…",https://www.tecmundo.com.br/mercado/205417-empresa-india-quer-lancar-celular-5g-barato-mundo.htm,2020-10-19T12:13:36Z,neutral,-0.07476163
"Open to further stimulus, assessing impact of the COVID-19 pandemic on FY21: Nirmala Sitharaman",Finance Minister Nirmala Sitharaman also said the Centre would come out with fresh growth and budgetary estimates for the COVID-19 pandemic-hit 2020-21.,https://www.moneycontrol.com/news/india/open-to-further-stimulus-assessing-impact-of-the-covid-19-pandemic-on-fy21-nirmala-sitharaman-5983841.html,2020-10-19T13:57:34Z,positive,0.6318798
The Centralized Internet Is Inevitable,"Digital centralization is increasing, and social media networks are now engaging in direct censorship. This is not a violation of the internet's original spirit, but a necessary feature of its logic.",https://palladiummag.com/2020/10/19/the-centralized-internet-is-inevitable/,2020-10-19T19:45:37Z,neutral,0.044055134
Brookfield Makes Massive $2 Billion India Real Estate Investment,The Canadian asset manager has made India a top priority.,https://www.fool.com/investing/2020/10/19/brookfield-makes-massive-2-billion-india-real-esta/,2020-10-19T21:03:00Z,neutral,0.22893357
Operadora indiana quer democratizar o 5G lançado celular que custa menos de R$ 200,A operadora Jio quer democratizar a rede 5G na Índia lançado o celular mais barato da categoria com a tecnologia.,https://www.tudocelular.com/mercado/noticias/n164890/jio-operadora-india-celular-5g-preco-baixo.html,2020-10-19T05:48:00Z,neutral,-0.031104483
"COVID-19 may inflict a decade of economic pain to Mideast, Central Asia, IMF says - Reuters India","It might take countries in the Middle East and Central Asia a decade to return to the economic growth seen before the coronavirus crisis, the International Monetary Fund said, as long-standing regional vulnerabilities weigh on their recovery.",https://in.reuters.com/article/imf-mideast-outlook-idINKBN274173,2020-10-19T10:16:00Z,negative,-0.1592853
"COVID-19 may inflict a decade of economic pain to Mideast, Central Asia, IMF says - Reuters","It might take countries in the Middle East and Central Asia a decade to return to the economic growth seen before the coronavirus crisis, the International Monetary Fund said, as long-standing regional vulnerabilities weigh on their recovery.",https://www.reuters.com/article/us-imf-mideast-outlook-idUSKBN27417S,2020-10-19T10:15:00Z,negative,-0.1592853
Working hard to transform India into a digital society: Mukesh Ambani,"He also went down the memory path and said how a push from his late father, Dhirubhai Ambani, towards new technologies, beyond a textile led business house, led to the birth of Reliance Jio Infocomm (Jio).",https://economictimes.indiatimes.com/news/company/corporate-trends/working-hard-to-transform-india-into-a-digital-society-mukesh-ambani/articleshow/78754127.cms,2020-10-19T15:14:02Z,positive,0.7174084
A Viral Theory Cited by Health Officials Draws Fire From Scientists,"A manifesto urging reliance on “herd immunity” without lockdowns was warmly received by administration officials. But the strategy cannot stem the pandemic, many experts say.",https://www.nytimes.com/2020/10/19/health/coronavirus-great-barrington.html,2020-10-19T21:54:00Z,negative,-0.7741107
PM Modi to inaugurate India Energy Forum next week,"Narendra Modi will deliver the inaugural address at the virtual event, to be held on October 26-28, organiser IHS Markit said in a statement.",https://www.moneycontrol.com/news/india/pm-modi-to-inaugurate-india-energy-forum-next-week-5981381.html,2020-10-19T06:38:27Z,neutral,0.09508527
Jio working on 5G Android phone that may cost less than Rs 5000 - India Today,A company official said that Jio is planning to bring in 5G smartphones for less than Rs 5000 after which the company will gradually reduce the price to Rs 2500 to Rs 3000 a unit.,https://www.indiatoday.in/technology/news/story/jio-working-on-5g-android-phone-that-may-cost-less-than-rs-5000-1733073-2020-10-19,2020-10-19T09:41:12Z,negative,-0.3480096
